project_id,date,progress_percent,daily_cost,number_of_workers
2,2022-12-06,46.9,108613,175
2,2022-12-07,47.07,95479,104
2,2022-12-08,47.26,138977,205
2,2022-12-09,47.45,73632,169
2,2022-12-10,47.52,64578,497
2,2022-12-11,47.71,119918,163
2,2022-12-12,47.94,146130,258
2,2022-12-13,48.16,56496,148
2,2022-12-14,48.27,133978,471
2,2022-12-15,48.41,108832,179
2,2022-12-16,48.56,137047,249
2,2022-12-17,48.8,87972,247
2,2022-12-18,48.86,141777,361
2,2022-12-19,49.06,130196,362
2,2022-12-20,49.15,81853,252
2,2022-12-21,49.32,59306,206
2,2022-12-22,49.5,135366,342
2,2022-12-23,49.56,85315,483
2,2022-12-24,49.74,113166,472
2,2022-12-25,49.88,112649,275
2,2022-12-26,49.93,64946,488
2,2022-12-27,50.05,148175,495
2,2022-12-28,50.17,130495,197
2,2022-12-29,50.42,99872,490
2,2022-12-30,50.65,112193,376
2,2022-12-31,50.78,52368,403
2,2023-01-01,50.85,69779,219
2,2023-01-02,50.94,65101,238
2,2023-01-03,51.17,86034,321
2,2023-01-04,51.37,87268,499
2,2023-01-05,51.48,125515,256
2,2023-01-06,51.56,80772,108
2,2023-01-07,51.8,140932,324
2,2023-01-08,52.0,60725,421
2,2023-01-09,52.14,81382,379
2,2023-01-10,52.23,127765,169
2,2023-01-11,52.37,118953,179
2,2023-01-12,52.59,136221,242
2,2023-01-13,52.69,96801,173
2,2023-01-14,52.84,92201,104
2,2023-01-15,53.08,138310,316
2,2023-01-16,53.27,92269,352
2,2023-01-17,53.37,90579,284
2,2023-01-18,53.54,64463,329
2,2023-01-19,53.76,80700,130
2,2023-01-20,53.9,100321,247
2,2023-01-21,53.96,92732,136
2,2023-01-22,54.05,129610,415
2,2023-01-23,54.22,91783,152
2,2023-01-24,54.43,61695,456
2,2023-01-25,54.57,135136,164
2,2023-01-26,54.82,129993,454
2,2023-01-27,55.01,68199,207
2,2023-01-28,55.19,83866,414
2,2023-01-29,55.42,139899,417
2,2023-01-30,55.57,141471,267
2,2023-01-31,55.64,93059,132
2,2023-02-01,55.76,113583,417
2,2023-02-02,55.94,149996,499
2,2023-02-03,56.03,70285,172
2,2023-02-04,56.26,83961,274
2,2023-02-05,56.33,59909,227
2,2023-02-06,56.58,62527,263
2,2023-02-07,56.68,125373,348
2,2023-02-08,56.78,149461,410
2,2023-02-09,57.0,68506,221
2,2023-02-10,57.08,91923,119
2,2023-02-11,57.22,144076,469
2,2023-02-12,57.43,88667,366
2,2023-02-13,57.55,60096,106
2,2023-02-14,57.61,91365,491
2,2023-02-15,57.74,112543,347
2,2023-02-16,57.94,136803,481
2,2023-02-17,58.04,123576,346
2,2023-02-18,58.24,58092,117
2,2023-02-19,58.44,136440,248
2,2023-02-20,58.51,77216,404
2,2023-02-21,58.71,86533,171
2,2023-02-22,58.79,106463,326
2,2023-02-23,59.01,126243,471
2,2023-02-24,59.21,52791,268
2,2023-02-25,59.3,127118,367
2,2023-02-26,59.39,110240,265
2,2023-02-27,59.57,136174,144
2,2023-02-28,59.72,66738,467
2,2023-03-01,59.8,50605,190
2,2023-03-02,59.85,90490,337
2,2023-03-03,59.91,122974,237
2,2023-03-04,59.99,96174,336
2,2023-03-05,60.08,130301,117
2,2023-03-06,60.28,90196,128
2,2023-03-07,60.51,96048,335
2,2023-03-08,60.72,58941,198
2,2023-03-09,60.94,90385,175
2,2023-03-10,61.12,78472,132
2,2023-03-11,61.34,64384,220
2,2023-03-12,61.54,144108,389
2,2023-03-13,61.63,136046,305
2,2023-03-14,61.81,73771,493
2,2023-03-15,61.91,94358,311
2,2023-03-16,62.16,78106,466
2,2023-03-17,62.24,132452,339
2,2023-03-18,62.46,59623,353
2,2023-03-19,62.57,144483,404
2,2023-03-20,62.82,77284,345
2,2023-03-21,63.02,86079,151
2,2023-03-22,63.21,121344,300
2,2023-03-23,63.34,92949,254
2,2023-03-24,63.52,109406,226
2,2023-03-25,63.63,105446,199
2,2023-03-26,63.79,107587,382
2,2023-03-27,63.91,146791,478
2,2023-03-28,64.08,89926,364
2,2023-03-29,64.23,99178,358
2,2023-03-30,64.29,144821,164
2,2023-03-31,64.42,82774,325
2,2023-04-01,64.62,113530,226
2,2023-04-02,64.86,65539,410
2,2023-04-03,65.07,77631,266
2,2023-04-04,65.3,66920,188
2,2023-04-05,65.54,119868,418
2,2023-04-06,65.64,54401,357
2,2023-04-07,65.87,115041,400
2,2023-04-08,66.03,103558,108
2,2023-04-09,66.21,94245,364
2,2023-04-10,66.28,76451,195
2,2023-04-11,66.5,67544,286
2,2023-04-12,66.65,115104,196
2,2023-04-13,66.75,53413,158
2,2023-04-14,66.8,63388,215
2,2023-04-15,67.03,125794,184
2,2023-04-16,67.13,65274,348
2,2023-04-17,67.29,129541,389
2,2023-04-18,67.44,79022,472
2,2023-04-19,67.59,131595,313
2,2023-04-20,67.74,98509,348
2,2023-04-21,67.92,100228,452
2,2023-04-22,68.13,122757,258
2,2023-04-23,68.26,60799,135
2,2023-04-24,68.47,64041,449
2,2023-04-25,68.67,112250,109
2,2023-04-26,68.87,72994,402
2,2023-04-27,69.05,79864,312
2,2023-04-28,69.24,133517,265
2,2023-04-29,69.41,123052,121
2,2023-04-30,69.54,89455,288
2,2023-05-01,69.72,143745,267
2,2023-05-02,69.87,78838,225
2,2023-05-03,70.01,121470,252
2,2023-05-04,70.23,119279,223
2,2023-05-05,70.44,61748,246
2,2023-05-06,70.68,106860,341
2,2023-05-07,70.88,93557,388
2,2023-05-08,71.0,77498,421
2,2023-05-09,71.13,147610,302
2,2023-05-10,71.38,91750,215
2,2023-05-11,71.43,111861,205
2,2023-05-12,71.59,130022,294
2,2023-05-13,71.79,147965,326
2,2023-05-14,71.93,138353,432
2,2023-05-15,72.14,117952,494
2,2023-05-16,72.32,119702,481
2,2023-05-17,72.56,111858,221
2,2023-05-18,72.69,71452,186
2,2023-05-19,72.74,126378,359
2,2023-05-20,72.9,106597,390
2,2023-05-21,73.14,52959,421
2,2023-05-22,73.29,101792,184
2,2023-05-23,73.4,79126,200
2,2023-05-24,73.59,115304,329
2,2023-05-25,73.78,74726,299
2,2023-05-26,73.98,106986,454
2,2023-05-27,74.03,117099,254
2,2023-05-28,74.09,119519,500
2,2023-05-29,74.3,83845,455
2,2023-05-30,74.55,133002,156
2,2023-05-31,74.67,109566,295
2,2023-06-01,74.92,126274,438
2,2023-06-02,75.02,61724,323
2,2023-06-03,75.25,148538,212
2,2023-06-04,75.49,67730,162
2,2023-06-05,75.58,134045,230
2,2023-06-06,75.66,129567,257
2,2023-06-07,75.81,104091,454
2,2023-06-08,76.03,127001,192
2,2023-06-09,76.17,71224,178
2,2023-06-10,76.3,110098,490
2,2023-06-11,76.51,84053,122
2,2023-06-12,76.57,126871,179
2,2023-06-13,76.76,82908,404
2,2023-06-14,76.87,55593,324
2,2023-06-15,76.95,74921,208
2,2023-06-16,77.1,58873,313
2,2023-06-17,77.25,134770,245
2,2023-06-18,77.42,67481,450
2,2023-06-19,77.57,111078,282
2,2023-06-20,77.75,76898,276
2,2023-06-21,77.9,91819,180
2,2023-06-22,78.1,64059,190
2,2023-06-23,78.15,111764,336
2,2023-06-24,78.3,70722,253
2,2023-06-25,78.38,70002,457
2,2023-06-26,78.57,54757,197
2,2023-06-27,78.63,83495,232
2,2023-06-28,78.76,131630,402
2,2023-06-29,78.99,72407,451
2,2023-06-30,79.2,93636,251
2,2023-07-01,79.34,129523,221
2,2023-07-02,79.49,124292,300
2,2023-07-03,79.74,109536,182
2,2023-07-04,79.89,109677,442
2,2023-07-05,79.95,125623,334
2,2023-07-06,80.13,91817,451
2,2023-07-07,80.3,76544,362
2,2023-07-08,80.41,55628,231
2,2023-07-09,80.55,95250,419
2,2023-07-10,80.76,125975,443
2,2023-07-11,80.85,149045,163
2,2023-07-12,80.94,111741,489
2,2023-07-13,81.03,99575,184
2,2023-07-14,81.16,78511,451
2,2023-07-15,81.31,112024,274
2,2023-07-16,81.47,128450,241
2,2023-07-17,81.59,88767,231
2,2023-07-18,81.81,61237,284
2,2023-07-19,82.05,106226,357
2,2023-07-20,82.21,103378,194
2,2023-07-21,82.35,88127,258
2,2023-07-22,82.41,131481,147
2,2023-07-23,82.64,60433,447
2,2023-07-24,82.88,77069,436
2,2023-07-25,83.03,66252,349
2,2023-07-26,83.09,144265,445
2,2023-07-27,83.28,68797,418
2,2023-07-28,83.43,103706,211
2,2023-07-29,83.62,139483,311
2,2023-07-30,83.7,139702,335
2,2023-07-31,83.88,100716,260
2,2023-08-01,84.06,97279,393
2,2023-08-02,84.21,58108,211
2,2023-08-03,84.34,122870,143
2,2023-08-04,84.56,137411,420
2,2023-08-05,84.63,88306,456
2,2023-08-06,84.79,101968,185
2,2023-08-07,84.88,101166,355
2,2023-08-08,85.02,133994,191
2,2023-08-09,85.13,64539,254
2,2023-08-10,85.31,113504,368
2,2023-08-11,85.51,52656,272
2,2023-08-12,85.64,51402,334
2,2023-08-13,85.85,108459,192
2,2023-08-14,85.94,77441,301
2,2023-08-15,86.18,89880,201
2,2023-08-16,86.37,85507,122
2,2023-08-17,86.59,114425,445
2,2023-08-18,86.7,61273,463
2,2023-08-19,86.88,143276,190
2,2023-08-20,87.13,85960,268
2,2023-08-21,87.24,106254,346
2,2023-08-22,87.42,148017,265
2,2023-08-23,87.63,83347,105
2,2023-08-24,87.84,82648,323
2,2023-08-25,88.05,102886,146
2,2023-08-26,88.11,60488,173
2,2023-08-27,88.29,86977,305
2,2023-08-28,88.35,89466,284
2,2023-08-29,88.51,68065,270
2,2023-08-30,88.63,148654,333
2,2023-08-31,88.71,144288,323
2,2023-09-01,88.93,122221,116
2,2023-09-02,89.03,106645,272
2,2023-09-03,89.12,67883,196
2,2023-09-04,89.26,127725,490
2,2023-09-05,89.43,52015,228
2,2023-09-06,89.59,77439,284
2,2023-09-07,89.7,106212,289
2,2023-09-08,89.92,121876,130
2,2023-09-09,89.98,137967,407
2,2023-09-10,90.15,65138,193
2,2023-09-11,90.33,143224,129
2,2023-09-12,90.57,144415,172
2,2023-09-13,90.76,80128,215
2,2023-09-14,90.87,73770,483
2,2023-09-15,91.03,60912,164
2,2023-09-16,91.23,56057,463
2,2023-09-17,91.46,67511,312
2,2023-09-18,91.54,54678,104
2,2023-09-19,91.74,135340,314
2,2023-09-20,91.98,88412,306
2,2023-09-21,92.2,114258,191
2,2023-09-22,92.32,130120,344
2,2023-09-23,92.44,130163,323
2,2023-09-24,92.63,50506,372
2,2023-09-25,92.79,118165,194
2,2023-09-26,93.0,50405,297
2,2023-09-27,93.19,126789,455
2,2023-09-28,93.27,59186,449
2,2023-09-29,93.4,80704,485
2,2023-09-30,93.45,146776,130
2,2023-10-01,93.6,125212,197
2,2023-10-02,93.7,143404,246
2,2023-10-03,93.82,149794,309
2,2023-10-04,93.9,137979,471
2,2023-10-05,94.14,54395,397
2,2023-10-06,94.2,67695,146
2,2023-10-07,94.3,113327,386
2,2023-10-08,94.45,91092,348
2,2023-10-09,94.57,84121,391
2,2023-10-10,94.76,128206,497
2,2023-10-11,94.97,146291,292
2,2023-10-12,95.15,66094,338
2,2023-10-13,95.36,60663,123
2,2023-10-14,95.6,67586,379
2,2023-10-15,95.76,134917,152
2,2023-10-16,95.83,52259,302
2,2023-10-17,95.93,74569,456
2,2023-10-18,96.09,62001,157
2,2023-10-19,96.29,102602,484
2,2023-10-20,96.44,61303,446
2,2023-10-21,96.67,149148,348
2,2023-10-22,96.78,102734,274
2,2023-10-23,97.01,129227,325
2,2023-10-24,97.11,82459,209
2,2023-10-25,97.19,63418,386
2,2023-10-26,97.31,146492,230
2,2023-10-27,97.49,117247,491
2,2023-10-28,97.6,61132,216
2,2023-10-29,97.7,111935,399
2,2023-10-30,97.78,67272,280
2,2023-10-31,97.91,103223,388
2,2023-11-01,98.07,76544,486
2,2023-11-02,98.28,50918,380
2,2023-11-03,98.53,114259,158
2,2023-11-04,98.6,113897,311
2,2023-11-05,98.73,125057,498
2,2023-11-06,98.96,120209,499
2,2023-11-07,99.11,107741,348
2,2023-11-08,99.21,52881,176
2,2023-11-09,99.36,145972,416
2,2023-11-10,99.41,144577,217
2,2023-11-11,99.55,65435,318
2,2023-11-12,99.72,144790,315
2,2023-11-13,99.8,144076,157
2,2023-11-14,99.87,56671,115
2,2023-11-15,100.0,120081,419
3,2022-03-10,0.15,136917,193
3,2022-03-11,0.25,65756,298
3,2022-03-12,0.38,136499,116
3,2022-03-13,0.49,52119,170
3,2022-03-14,0.64,68305,334
3,2022-03-15,0.85,52589,167
3,2022-03-16,1.08,93670,337
3,2022-03-17,1.28,131661,390
3,2022-03-18,1.52,115451,474
3,2022-03-19,1.75,85642,254
3,2022-03-20,1.95,68352,145
3,2022-03-21,2.17,76571,337
3,2022-03-22,2.29,61897,154
3,2022-03-23,2.5,89561,403
3,2022-03-24,2.69,65855,252
3,2022-03-25,2.84,129647,318
3,2022-03-26,3.08,82770,330
3,2022-03-27,3.27,69949,285
3,2022-03-28,3.41,109883,202
3,2022-03-29,3.62,129017,345
3,2022-03-30,3.73,117657,442
3,2022-03-31,3.92,81240,382
3,2022-04-01,4.13,111193,160
3,2022-04-02,4.29,89074,438
3,2022-04-03,4.51,144191,166
3,2022-04-04,4.65,100304,367
3,2022-04-05,4.85,144410,499
3,2022-04-06,4.98,108934,275
3,2022-04-07,5.19,75940,319
3,2022-04-08,5.43,120893,345
3,2022-04-09,5.49,67383,478
3,2022-04-10,5.67,121805,365
3,2022-04-11,5.75,137271,367
3,2022-04-12,5.96,82644,430
3,2022-04-13,6.17,75153,198
3,2022-04-14,6.31,95280,372
3,2022-04-15,6.36,146862,132
3,2022-04-16,6.56,103242,170
3,2022-04-17,6.75,121794,313
3,2022-04-18,6.85,89539,134
3,2022-04-19,6.98,86642,211
3,2022-04-20,7.21,141759,262
3,2022-04-21,7.37,149209,279
3,2022-04-22,7.49,130073,210
3,2022-04-23,7.63,83765,239
3,2022-04-24,7.68,125410,308
3,2022-04-25,7.77,61899,237
3,2022-04-26,7.94,75522,396
3,2022-04-27,8.06,62308,237
3,2022-04-28,8.2,120581,401
3,2022-04-29,8.45,73249,348
3,2022-04-30,8.65,113856,401
3,2022-05-01,8.88,77108,171
3,2022-05-02,8.97,93204,105
3,2022-05-03,9.16,68822,394
3,2022-05-04,9.41,74530,258
3,2022-05-05,9.47,70231,142
3,2022-05-06,9.69,59233,200
3,2022-05-07,9.78,144293,415
3,2022-05-08,9.83,87201,496
3,2022-05-09,9.94,119727,411
3,2022-05-10,10.18,149201,108
3,2022-05-11,10.35,59247,179
3,2022-05-12,10.46,50378,359
3,2022-05-13,10.68,85848,456
3,2022-05-14,10.87,106122,183
3,2022-05-15,10.96,141113,376
3,2022-05-16,11.11,133112,298
3,2022-05-17,11.33,60784,377
3,2022-05-18,11.41,143635,347
3,2022-05-19,11.52,137793,102
3,2022-05-20,11.6,100951,390
3,2022-05-21,11.78,53042,206
3,2022-05-22,12.01,93136,252
3,2022-05-23,12.24,83298,352
3,2022-05-24,12.4,127066,108
3,2022-05-25,12.63,62143,273
3,2022-05-26,12.86,50240,208
3,2022-05-27,13.06,141802,378
3,2022-05-28,13.21,79538,207
3,2022-05-29,13.42,65335,324
3,2022-05-30,13.63,149124,203
3,2022-05-31,13.81,99488,495
3,2022-06-01,13.87,98554,484
3,2022-06-02,14.08,109474,187
3,2022-06-03,14.15,69293,320
3,2022-06-04,14.23,136837,198
3,2022-06-05,14.36,62988,454
3,2022-06-06,14.44,130039,262
3,2022-06-07,14.63,105855,227
3,2022-06-08,14.84,134624,271
3,2022-06-09,14.97,112261,377
3,2022-06-10,15.12,101278,273
3,2022-06-11,15.36,70203,451
3,2022-06-12,15.48,57429,334
3,2022-06-13,15.69,129791,225
3,2022-06-14,15.84,111691,477
3,2022-06-15,16.05,133700,276
3,2022-06-16,16.19,82743,129
3,2022-06-17,16.43,95060,415
3,2022-06-18,16.6,88578,173
3,2022-06-19,16.68,104518,353
3,2022-06-20,16.83,140369,108
3,2022-06-21,16.89,107595,175
3,2022-06-22,17.12,139954,166
3,2022-06-23,17.34,135234,481
3,2022-06-24,17.45,60966,187
3,2022-06-25,17.54,95863,136
3,2022-06-26,17.62,116149,419
3,2022-06-27,17.78,86426,460
3,2022-06-28,17.86,105220,413
3,2022-06-29,18.08,107787,464
3,2022-06-30,18.26,107709,368
3,2022-07-01,18.35,139420,494
3,2022-07-02,18.41,145290,440
3,2022-07-03,18.49,116113,361
3,2022-07-04,18.57,142448,357
3,2022-07-05,18.64,135712,443
3,2022-07-06,18.86,136446,183
3,2022-07-07,19.05,102767,231
3,2022-07-08,19.13,81608,249
3,2022-07-09,19.22,99896,456
3,2022-07-10,19.39,147513,121
3,2022-07-11,19.62,145543,433
3,2022-07-12,19.86,106072,372
3,2022-07-13,19.98,95735,379
3,2022-07-14,20.1,75322,436
3,2022-07-15,20.24,67035,147
3,2022-07-16,20.32,72985,173
3,2022-07-17,20.48,73982,183
3,2022-07-18,20.68,124221,486
3,2022-07-19,20.86,136549,239
3,2022-07-20,20.92,139519,304
3,2022-07-21,21.01,120578,431
3,2022-07-22,21.19,82341,456
3,2022-07-23,21.27,57457,484
3,2022-07-24,21.49,93894,246
3,2022-07-25,21.54,120953,175
3,2022-07-26,21.65,99929,419
3,2022-07-27,21.83,105701,156
3,2022-07-28,21.94,94706,126
3,2022-07-29,22.07,144727,292
3,2022-07-30,22.17,88671,401
3,2022-07-31,22.32,80742,443
3,2022-08-01,22.47,146032,149
3,2022-08-02,22.56,128155,333
3,2022-08-03,22.7,102230,156
3,2022-08-04,22.92,132712,409
3,2022-08-05,22.98,146021,212
3,2022-08-06,23.04,99307,488
3,2022-08-07,23.11,92092,406
3,2022-08-08,23.32,94902,439
3,2022-08-09,23.39,118899,316
3,2022-08-10,23.53,71782,304
3,2022-08-11,23.68,135590,110
3,2022-08-12,23.82,64981,263
3,2022-08-13,23.9,81628,440
3,2022-08-14,23.97,103500,365
3,2022-08-15,24.09,134117,225
3,2022-08-16,24.29,124321,118
3,2022-08-17,24.38,69347,346
3,2022-08-18,24.43,84777,164
3,2022-08-19,24.57,139723,146
3,2022-08-20,24.66,87558,226
3,2022-08-21,24.71,100216,252
3,2022-08-22,24.78,145315,419
3,2022-08-23,24.87,79314,249
3,2022-08-24,24.97,137521,216
3,2022-08-25,25.11,54353,419
3,2022-08-26,25.26,62008,245
3,2022-08-27,25.5,96366,496
3,2022-08-28,25.58,142569,394
3,2022-08-29,25.77,105947,403
3,2022-08-30,25.83,143767,251
3,2022-08-31,25.95,87113,152
3,2022-09-01,26.05,142406,153
3,2022-09-02,26.22,108166,268
3,2022-09-03,26.35,116330,118
3,2022-09-04,26.42,82120,426
3,2022-09-05,26.59,50941,110
3,2022-09-06,26.74,104299,157
3,2022-09-07,26.92,99155,234
3,2022-09-08,26.98,136129,160
3,2022-09-09,27.1,117630,376
3,2022-09-10,27.17,110803,314
3,2022-09-11,27.37,64922,459
3,2022-09-12,27.44,73521,119
3,2022-09-13,27.63,97809,487
3,2022-09-14,27.82,88166,449
3,2022-09-15,28.03,86630,234
3,2022-09-16,28.22,115007,159
3,2022-09-17,28.45,136292,488
3,2022-09-18,28.65,134971,166
3,2022-09-19,28.85,131410,185
3,2022-09-20,29.03,114640,382
3,2022-09-21,29.28,120906,393
3,2022-09-22,29.38,104347,413
3,2022-09-23,29.49,58023,483
3,2022-09-24,29.55,128018,141
3,2022-09-25,29.62,141014,387
3,2022-09-26,29.68,143288,376
3,2022-09-27,29.89,113961,119
3,2022-09-28,30.05,81975,423
3,2022-09-29,30.21,50030,323
3,2022-09-30,30.28,80571,327
3,2022-10-01,30.36,105946,122
3,2022-10-02,30.55,138651,151
3,2022-10-03,30.7,146561,486
3,2022-10-04,30.87,51148,220
3,2022-10-05,31.05,138258,364
3,2022-10-06,31.11,132916,236
3,2022-10-07,31.17,110205,281
3,2022-10-08,31.33,71299,210
3,2022-10-09,31.52,121461,245
3,2022-10-10,31.69,138138,478
3,2022-10-11,31.91,126762,204
3,2022-10-12,32.04,84578,271
3,2022-10-13,32.29,122044,123
3,2022-10-14,32.49,142173,138
3,2022-10-15,32.63,146184,400
3,2022-10-16,32.78,112266,488
3,2022-10-17,32.89,93735,224
3,2022-10-18,33.1,111958,330
3,2022-10-19,33.3,97197,330
3,2022-10-20,33.42,52940,379
3,2022-10-21,33.51,67120,485
3,2022-10-22,33.63,54271,290
3,2022-10-23,33.82,75650,337
3,2022-10-24,34.01,90536,124
3,2022-10-25,34.2,58018,162
3,2022-10-26,34.43,114709,316
3,2022-10-27,34.5,93299,443
3,2022-10-28,34.68,94698,449
3,2022-10-29,34.77,96135,225
3,2022-10-30,34.85,132506,432
3,2022-10-31,34.93,63573,290
3,2022-11-01,35.04,103810,147
3,2022-11-02,35.13,140744,395
3,2022-11-03,35.36,132583,331
3,2022-11-04,35.53,86649,397
3,2022-11-05,35.59,58082,164
3,2022-11-06,35.77,118097,210
3,2022-11-07,35.92,105848,141
3,2022-11-08,36.02,75686,473
3,2022-11-09,36.21,66333,404
3,2022-11-10,36.32,81175,257
3,2022-11-11,36.57,132412,422
3,2022-11-12,36.82,68671,192
3,2022-11-13,36.98,67850,265
3,2022-11-14,37.12,128002,126
3,2022-11-15,37.32,54525,460
3,2022-11-16,37.56,117924,193
3,2022-11-17,37.72,50543,404
3,2022-11-18,37.96,83014,186
3,2022-11-19,38.1,75729,110
3,2022-11-20,38.33,58075,224
3,2022-11-21,38.44,54124,136
3,2022-11-22,38.63,67217,448
3,2022-11-23,38.88,126353,394
3,2022-11-24,39.08,113489,295
3,2022-11-25,39.18,54479,265
3,2022-11-26,39.35,53370,415
3,2022-11-27,39.56,79594,439
3,2022-11-28,39.64,67365,453
3,2022-11-29,39.75,106568,153
3,2022-11-30,39.89,50333,368
3,2022-12-01,39.97,142941,186
3,2022-12-02,40.22,66403,220
3,2022-12-03,40.43,143919,382
3,2022-12-04,40.67,90598,346
3,2022-12-05,40.78,143938,217
3,2022-12-06,40.98,135090,334
3,2022-12-07,41.17,84758,109
3,2022-12-08,41.31,131174,458
3,2022-12-09,41.37,52628,136
3,2022-12-10,41.44,68887,288
3,2022-12-11,41.59,68197,456
3,2022-12-12,41.67,130819,458
3,2022-12-13,41.74,71961,454
3,2022-12-14,41.81,120149,316
3,2022-12-15,41.94,63824,278
3,2022-12-16,42.01,64925,298
3,2022-12-17,42.12,106647,302
3,2022-12-18,42.22,98432,209
3,2022-12-19,42.41,139662,310
3,2022-12-20,42.47,140859,355
3,2022-12-21,42.72,148125,121
3,2022-12-22,42.86,117771,222
3,2022-12-23,42.96,98604,143
3,2022-12-24,43.06,90599,115
3,2022-12-25,43.17,131944,395
3,2022-12-26,43.42,71418,468
3,2022-12-27,43.59,77826,303
3,2022-12-28,43.71,84258,410
3,2022-12-29,43.82,62880,116
3,2022-12-30,43.99,93785,225
3,2022-12-31,44.17,77892,404
3,2023-01-01,44.32,90135,253
3,2023-01-02,44.47,138586,216
3,2023-01-03,44.63,70450,294
4,2022-04-25,0.07,52299,285
4,2022-04-26,0.2,70145,245
4,2022-04-27,0.42,96929,481
4,2022-04-28,0.6,76556,368
4,2022-04-29,0.78,96114,128
4,2022-04-30,0.87,145148,314
4,2022-05-01,0.97,61472,130
4,2022-05-02,1.21,98519,197
4,2022-05-03,1.35,107657,168
4,2022-05-04,1.46,54934,276
4,2022-05-05,1.66,148814,225
4,2022-05-06,1.84,79991,232
4,2022-05-07,1.93,147296,112
4,2022-05-08,2.17,112056,450
4,2022-05-09,2.38,74053,377
4,2022-05-10,2.47,136848,191
4,2022-05-11,2.64,127708,159
4,2022-05-12,2.89,64911,255
4,2022-05-13,3.02,128446,223
4,2022-05-14,3.12,110272,331
4,2022-05-15,3.26,93080,152
4,2022-05-16,3.41,52537,263
4,2022-05-17,3.49,69731,486
4,2022-05-18,3.55,71617,181
4,2022-05-19,3.76,149107,237
4,2022-05-20,3.88,57674,477
4,2022-05-21,4.11,74701,257
4,2022-05-22,4.32,93110,461
4,2022-05-23,4.38,70915,227
4,2022-05-24,4.62,59063,295
4,2022-05-25,4.8,56646,122
4,2022-05-26,4.87,82003,453
4,2022-05-27,4.94,127500,100
4,2022-05-28,5.06,120038,279
4,2022-05-29,5.12,106473,256
4,2022-05-30,5.24,128647,183
4,2022-05-31,5.45,149157,144
4,2022-06-01,5.66,79404,220
4,2022-06-02,5.87,54103,356
4,2022-06-03,6.03,143128,329
4,2022-06-04,6.16,57798,125
4,2022-06-05,6.4,66773,394
4,2022-06-06,6.6,98062,333
4,2022-06-07,6.69,103325,293
4,2022-06-08,6.79,127702,402
4,2022-06-09,6.99,83456,343
4,2022-06-10,7.21,82722,107
4,2022-06-11,7.38,87198,130
4,2022-06-12,7.5,52977,125
4,2022-06-13,7.61,96419,115
4,2022-06-14,7.75,59581,289
4,2022-06-15,7.81,144724,148
4,2022-06-16,7.96,140880,372
4,2022-06-17,8.09,90308,489
4,2022-06-18,8.31,105903,257
4,2022-06-19,8.46,116553,204
4,2022-06-20,8.52,100089,472
4,2022-06-21,8.6,59369,361
4,2022-06-22,8.79,106737,382
4,2022-06-23,8.89,91282,376
4,2022-06-24,8.97,82455,209
4,2022-06-25,9.13,62557,412
4,2022-06-26,9.38,129063,251
4,2022-06-27,9.48,146620,375
4,2022-06-28,9.6,91475,152
4,2022-06-29,9.81,109848,454
4,2022-06-30,9.97,87583,196
